EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance_Score,Current_Employee_Rating,LoadUser,LoadTimestamp,RowHash
3440,Xana,Potts,05-Dec-19,17-Feb-23,Area Sales Manager,Gregory Walker,xana.potts@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Resignation,Degree wish science when thing week old.,Sales,Finance & Accounting,06-11-1951,KY,Controller,Female,40220,White,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,7b52c1cd6bfa994225952295015b2f7cee417794ef090cab57addb115532236e
3441,Prater,Jeremy,28-Apr-19,,Area Sales Manager,Tyler Lewis,prater.jeremy@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Con,21-11-1989,NV,Lineman,Male,89139,Asian,Widowed,Exceeds,4,Dave,2025-09-09 11:08:24.768614,acbdd086dec70f585860c68a22e982018ce58d65bbc825b33eb3cac3bc21c493
3442,Kaylah,Moon,09-Jul-19,16-Jun-22,Area Sales Manager,Ashley Scott,kaylah.moon@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Retirement,Fear particular method stage.,IT/IS,Field Operations,24-11-1952,MA,Laborer,Male,2810,Black,Single,Exceeds,2,Dave,2025-09-09 11:08:24.768614,c0231e2eb7caf9638eb97f8d6a23c3e62f6d10587603a0bd9f1f684fce05d85c
3443,Kristen,Tate,05-Apr-21,12-May-23,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Voluntary,Wall body wonder successful.,IT/IS,Project Management - Con,08-04-1994,KY,Coordinator,Male,2621,Asian,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,9195a8aa6b33ac33a44f6a7af144d4dd7dec15354a7f5a0a302f0532b01aef1e
3444,Bobby,Rodgers,28-Nov-21,04-Feb-22,Area Sales Manager,Matthew Jackson,bobby.rodgers@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Voluntary,Visit foot nearly radio treatment.,Sales,Engineers,15-11-1983,KY,Director,Male,44553,Other,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,5c6a49800d1fc94e942aa5bd94a1ec335d452b416be0234e0ef411688ad187f1
3445,Reid,Park,16-Jan-21,,Area Sales Manager,Michelle Mitchell,reid.park@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Sales,Project Management - Con,07-12-1985,KY,Supervisor,Female,5360,Other,Married,Exceeds,4,Dave,2025-09-09 11:08:24.768614,a1e5c92807e4ce3f598624f06e7de18fb20c8423d5993194941e614c532061e7
3446,Hector,Dalton,24-Aug-21,,Area Sales Manager,Sydney French,hector.dalton@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Field Operations,01-05-1996,TX,Driller,Female,16325,White,Divorced,Exceeds,2,Dave,2025-09-09 11:08:24.768614,74cbe02b787229ddb80cd96d80efb3cfd4ab1ca5d510748ac708cec985cdf04e
3447,Mariela,Schultz,26-May-20,18-Jun-23,Area Sales Manager,Michelle Evans MD,mariela.schultz@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Part-Time,Involuntary,Unit pass office southern break one.,Sales,General - Con,17-02-1964,TX,Technician,Female,43481,Asian,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,f776fd3b67be87c998f4ab283db15a8c98af1b8f9aab1a4a3fe0d827587d5478
3448,Angela,Molina,01-Oct-19,06-Nov-20,Area Sales Manager,Patricia Cook,angela.molina@bilearner.com,SVG,Future Start,Full-Time,Zone A,Temporary,Retirement,List class mind.,Sales,Engineers,12-05-1958,TX,Specialist,Male,50705,Asian,Widowed,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,b892e91883daa41ed32e380c6441dbf3e5d2d44630e046781c8e55db9f528d1d
3449,Gerald,Preston,10-May-23,27-May-23,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,EW,Future Start,Contract,Zone B,Temporary,Involuntary,Price third parent evening.,Sales,General - Eng,18-09-1992,CO,Technician,Male,5168,Black,Single,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,e7d3293e61000b4ceaaa896cfa216bebc14e2ec7054927470dc88232ed9aa991
3450,Reilly,Moyer,01-Sep-20,04-Dec-22,Area Sales Manager,Stanley Harvey,reilly.moyer@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Resignation,Cause military a sense. Doctor property may.,Sales,Field Operations,11-08-1994,CO,Operator,Male,11765,Other,Single,Exceeds,2,Dave,2025-09-09 11:08:24.768614,9da801ae935a1907ac12ddf9db3e8b7b4edf1a00792e8825081c5794038d21d6
3451,Carlee,French,18-Feb-21,11-Nov-22,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Voluntary,Station another son positive.,Sales,General - Con,15-01-1968,CO,Technician,Male,71071,Other,Divorced,Exceeds,3,Dave,2025-09-09 11:08:24.768614,9be427ba70aba778ed406f8ea029bf96fdbc5dcf22189f0b7b0526666188773b
3452,Jaydon,Blackburn,08-Nov-22,,Area Sales Manager,Debbie Crosby,jaydon.blackburn@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Con,07-01-1947,IN,Foreman,Male,12122,Black,Divorced,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,ddfd3409aa7b14a370dbfa32c3c9c8d6978eeb70f38c3b6beb420c01808f6350
3453,Bridger,Carter,13-Oct-22,,Area Sales Manager,Elizabeth Taylor,bridger.carter@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,Fielders,07-04-1982,MA,Engineer,Male,87065,White,Widowed,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,5332f8116a497644076e431378b512dbe7d274d7e50c828d9c3b7f31e645dac9
3454,Leon,Beard,11-Sep-22,,Area Sales Manager,Brian Dunlap,leon.beard@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,General - Con,29-01-1970,KY,Foreman,Male,10415,Hispanic,Married,Needs Improvement,4,Dave,2025-09-09 11:08:24.768614,ae6260336af6dc77b2e378dee1bad20155d439f0db03adc887abae0bfd260053
3455,Charity,Miranda,29-Jun-21,05-Jul-22,Area Sales Manager,Daniel Rodriguez,charity.miranda@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Pm local take example fund. Small heavy listen.,Sales,Project Management - Eng,18-01-1999,KY,Manager,Male,3763,Other,Widowed,Exceeds,4,Dave,2025-09-09 11:08:24.768614,25a922ee53c1625e3949a0ec827797a50e3f31618b91c20fecf54f644a056d36
3456,Axel,Howe,06-Mar-23,,Area Sales Manager,Martin Hammond,axel.howe@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Unk,,Sales,Field Operations,25-09-1946,KY,Technician,Female,79623,Black,Divorced,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,752f305558a033b11a6590c851d11f6138e9c45029d7d80ed7e4fb46f0cfddd3
3457,Milton,Wall,25-Sep-20,,Area Sales Manager,Sara Bell,milton.wall@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Sales,Engineers,23-08-1947,KY,Technician,Female,69189,White,Divorced,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,b4f1620a34c09c92430482d80f82e2b51ba96977fbf46c1af3dce0f7ccf8fa33
3458,Cory,Robinson,28-Apr-22,24-May-23,Area Sales Manager,Elizabeth Anderson,cory.robinson@bilearner.com,BPC,Future Start,Contract,Zone A,Full-Time,Voluntary,Several young whether that expert.,Sales,Field Operations,12-08-1996,TX,Laborer,Female,5194,Hispanic,Single,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,efe03e9fa08dafb42a36649dcbd743aec83c117ab9962d2ecb43115bd0f2830a
3459,Saniya,Yu,18-Apr-21,21-Jun-22,Area Sales Manager,Erin Bailey,saniya.yu@bilearner.com,CCDR,Future Start,Part-Time,Zone A,Full-Time,Retirement,Science end approach democratic treatment.,Sales,General - Con,09-02-1944,TX,Splicer,Male,8779,Black,Widowed,Exceeds,2,Dave,2025-09-09 11:08:24.768614,15d39c18c3139423c60bbc6672824349980176ca8a7ab7c5ddd38c9478b0142b
3460,Alisa,James,19-Feb-20,,Area Sales Manager,Dennis Henderson,alisa.james@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Aerial,10-02-1944,TX,Lineman,Male,74682,Asian,Married,Fully Meets,3,Dave,2025-09-09 11:08:24.768614,494ea6374816349c614be87d2e6d7b8b16a075ea339aa72433c5bdfb0b7b5631
3461,Lincoln,Compton,18-Jul-19,01-Oct-21,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,EW,Future Start,Full-Time,Zone C,Part-Time,Resignation,Base scene central unit per argue. Might last of.,Sales,General - Con,29-12-1997,CO,Foreman,Male,78046,Hispanic,Married,Needs Improvement,1,Dave,2025-09-09 11:08:24.768614,e8cdbc0f99b1c557e2d5e48bb9c4d2dde92bd2ae041b98959de1bd6fd1940006
3462,Aliana,Nolan,13-Sep-18,17-Sep-21,Area Sales Manager,Brianna Mathews,aliana.nolan@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,09-08-1942,CO,Coordinator,Male,27270,Hispanic,Divorced,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,d0ea4a1d8b9bfd756fb223ff397e86dfe58cb5f5c514893b207e979adc078ea7
3463,Kayden,Dodson,30-Apr-20,18-Jul-21,Area Sales Manager,Jessica Peters,kayden.dodson@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Retirement,Paper can score else investment.,Sales,Field Operations,21-06-1951,IN,Tower Hand,Male,12703,Hispanic,Single,Fully Meets,1,Dave,2025-09-09 11:08:24.768614,e76a71955d62828bd28d6cec8913d32bffcff5ec2af7cd17832387f5beda5414
3464,James,Duke,03-Dec-18,09-Sep-22,Area Sales Manager,Mark Harris,james.duke@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Involuntary,Stuff different color how.,Sales,Shop (Fleet),17-06-1998,MA,Mechanic,Male,66835,Black,Widowed,Needs Improvement,5,Dave,2025-09-09 11:08:24.768614,ebc0432c1c22131505243f717ff5663cfbe934fadb6716d734066a2281ff4818
3465,Willow,Stuart,08-Nov-21,,Area Sales Manager,Elizabeth Tapia,willow.stuart@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,07-01-1962,MA,Flagger,Male,66150,Asian,Divorced,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,a28e3042e992e2c18b83b16a6bcf765a959b0b87771fd5890afdc7201a4ea037
3466,Clayton,Walker,13-Apr-22,10-Apr-23,Area Sales Manager,Jon Holden,clayton.walker@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Retirement,Sign figure employee card education.,IT/IS,Aerial,26-01-1979,KY,Supervisor,Male,64288,Other,Married,Exceeds,4,Dave,2025-09-09 11:08:24.768614,44ccafa59b04dcc1d399ae6310c40086caaa2a4baaf6da04ab978fc75a39f121
3467,Celia,Curtis,06-May-20,,Area Sales Manager,Michael Odonnell,celia.curtis@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Sales,Fielders,14-05-1987,KY,Engineer,Female,94333,Asian,Divorced,Exceeds,1,Dave,2025-09-09 11:08:24.768614,caf05d0b615455be54e4e69cec7cb1f120bdf105b24767be0462207e08b6c483
3468,Valentin,Reilly,09-Sep-19,,Area Sales Manager,Andres Parker,valentin.reilly@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Sales,Wireline Construction,26-04-1998,KY,Foreman,Female,45453,Black,Single,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,c5c7f43206914f2c2429e63aac0cac9dfc2b312f15a6be892c4b41ea9cf0106b
3469,Ryland,Shepherd,29-Jul-20,05-Jan-23,Area Sales Manager,James Berry,ryland.shepherd@bilearner.com,PL,Future Start,Contract,Zone B,Full-Time,Resignation,Right cut matter arrive difference.,Sales,Field Operations,21-02-1945,TX,Driver,Female,81905,Asian,Divorced,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,f3324533b63ba167317da4652eacb20ce741b43197f602b6a0c2c22766ad5606
3470,Esteban,Gilbert,14-Nov-18,28-Oct-19,Area Sales Manager,Gail Ali,esteban.gilbert@bilearner.com,BPC,Future Start,Contract,Zone C,Part-Time,Retirement,Speak professor statement result.,Sales,Field Operations,31-05-1997,TX,Technician,Female,12491,Black,Married,Needs Improvement,3,Dave,2025-09-09 11:08:24.768614,cf5aa813aa2e9fc14631b129492ca3b6b7099f7d6ee83b19777b4a2a8180a8f9
3471,Jonathan,Adkins,29-Feb-20,,Area Sales Manager,John Marshall,jonathan.adkins@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,03-01-1967,TX,Foreman,Male,64350,Asian,Married,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,f8bb3efa99817b88e28106597562fd7eca27b048e1026ca84d6d7bb6bd6fc333
3472,Nevaeh,Soto,15-Jan-23,,Area Sales Manager,Jessica Chang,nevaeh.soto@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Sales,Project Management - Con,12-01-1982,TX,Director,Male,74124,Other,Married,Exceeds,4,Dave,2025-09-09 11:08:24.768614,eb196a7d84414a5ec9a9706adb6d2b52b67fe444e15278a90991413c580e4427
3473,Chaim,Mata,29-Jun-23,,Area Sales Manager,Desiree Vang,chaim.mata@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Shop (Fleet),01-10-1950,CO,Manager,Male,33379,Hispanic,Widowed,Exceeds,2,Dave,2025-09-09 11:08:24.768614,ab9d9a5de6481dcaf15c1410ad3605257cdb217e7efffcaeff8429efbf90565f
3474,Arely,Patton,09-Mar-20,,Area Sales Manager,Andrew Goodman,arely.patton@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Sales,Catv,16-12-1965,CO,Laborer,Male,34481,Other,Divorced,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,f08fb2b86fdf91ad6c8c0e935b6f5523b43bf20ef0ead715fc6479f7bd07df64
3475,Vance,Trujillo,21-Sep-21,13-Apr-23,Area Sales Manager,Rebecca Simpson,vance.trujillo@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Resignation,Expert challenge education air none money wide.,Sales,General - Con,25-12-1957,IN,Foreman,Male,90406,Asian,Widowed,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,66278d3b63614994b6b8d4c262e9f19f0d379b8acd9746c5e1b5c6268c7f957f
3476,Charlie,Koch,12-Jun-23,06-Jul-23,Area Sales Manager,Samantha Cardenas,charlie.koch@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Buy become improve guess business know.,Sales,Fielders,20-06-1945,MA,Engineer,Male,95774,Asian,Divorced,Needs Improvement,2,Dave,2025-09-09 11:08:24.768614,816dfcf8c559c9daf2030e3d6c5d100f115a3784ff4cca4c3a65c49819f085bf
3477,Sonny,Horne,07-Apr-19,,Area Sales Manager,Nancy Johnson,sonny.horne@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,03-12-1969,KY,Laborer,Female,16058,Asian,Widowed,Needs Improvement,2,Dave,2025-09-09 11:08:24.768614,d4cf13fc5d381b7516e73b7524e813bcb50e0230ff2d984f26d7e1f62d58a9f9
3478,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,Richard Hodges,thomas.chandler@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Read family dark scene scene guess.,Sales,Wireline Construction,10-10-1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,9ae4885311178ea43182760150a028f6d929772a5e9e0fd4935e33d2e7f70d8d
3479,Sarai,Stone,02-Aug-22,02-Apr-23,Area Sales Manager,Madison Wilson,sarai.stone@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Somebody great could yet.,Sales,Project Management - Con,17-05-1962,TX,Technician,Female,96336,Hispanic,Widowed,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,85dbdea1e51b6f082c8d0bd5c0b7c39bcdeec3c7f70009ccdcaeb566ca7384dd
3480,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Retirement,View vote contain within fight cup party war.,Sales,Catv,09-08-1946,TX,Supervisor,Female,75671,Black,Widowed,Fully Meets,1,Dave,2025-09-09 11:08:24.768614,f6cfbeb4cf4a842d2808ebe67e218238993d733c0a98fcc937e642a62192bd31
3481,Leland,Allen,07-Mar-19,31-May-21,Area Sales Manager,Brandon Harris,leland.allen@bilearner.com,BPC,Future Start,Full-Time,Zone C,Part-Time,Voluntary,Buy house certain wrong research chair.,Sales,Wireline Construction,11-12-1965,TX,Splicer,Male,61149,Other,Widowed,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,d82322ab5d6a2d725bf45d5b9e9b5ac078d0c38c0c3cb173759b539a8a1839fe
3482,Cristal,Bolton,29-Oct-19,07-Feb-21,Area Sales Manager,Matthew Flores,cristal.bolton@bilearner.com,CCDR,Future Start,Full-Time,Zone A,Temporary,Resignation,Miss onto none our discussion year.,Sales,Catv,11-02-1990,TX,Lineman,Male,57302,Asian,Divorced,Needs Improvement,2,Dave,2025-09-09 11:08:24.768614,34ed3b903603a599ec75bd45db3fd5b35cd654fea1e458e2b03169e50545f34c
3483,Jaslene,Harding,26-Sep-21,,Area Sales Manager,Krystal Hamilton,jaslene.harding@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unk,,Sales,Project Management - Con,19-06-1964,CO,Coordinator,Male,42605,Asian,Widowed,Fully Meets,1,Dave,2025-09-09 11:08:24.768614,1e498509572e0d6a8dd90e7a25d8900a5cd5c6be9feadcd9a892449c4f3d84e1
3484,Albert,Gonzalez,29-Aug-18,,Area Sales Manager,Amber Hernandez,albert.gonzalez@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Sales,General - Con,18-07-1995,CO,Model Assistant,Male,64036,Other,Single,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,a1641201f91a51f4e9ca6dd450d7f1dbe8eceefa89baff2e447908bd2abb2fbf
3485,Jaiden,Johnson,26-Oct-21,,Area Sales Manager,Patricia Smith,jaiden.johnson@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Unk,,Sales,Field Operations,22-08-1994,CO,Laborer,Male,23173,White,Widowed,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,5d3319f904192d17698b03f5a55cadb0e858b2023d69bf09212e0c6eb4cec8a8
3486,Brendon,Mcconnell,31-Oct-22,08-Jun-23,Area Sales Manager,Victoria Krause,brendon.mcconnell@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Nature finish modern push former American.,Sales,Fielders,14-11-1990,IN,Engineer,Male,19665,Other,Widowed,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,7b005275bdd9e819e6cf3fcad79a5696cb11b2b590af070fda0512cad159edbb
3487,Kimora,Parsons,15-Mar-23,,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Unk,,Sales,General - Sga,01-02-1994,KY,Administrator,Female,41161,Other,Divorced,Fully Meets,4,Dave,2025-09-09 11:08:24.768614,2a2388bcb6b495f0574a2ef87ec06932b9dba9d158e36a44c3addefb5ceb3403
3488,Willie,Patterson,09-Sep-22,,Area Sales Manager,Shane Jones,willie.patterson@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Unk,,Sales,Wireline Construction,12-11-1997,KY,Lineman,Female,52499,Asian,Single,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,f103a8c1c9d84084ab876140a08b365e25a4dfc9893316ccdea4d82dab31ed72
3489,Devyn,Powers,04-Mar-22,,Area Sales Manager,Jessica Murphy,devyn.powers@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Field Operations,02-05-1953,TX,Laborer,Female,25634,Black,Divorced,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,e96cbbabda8f4b706c4859c0889c03adf545dbc27bd4da044046743471f038a9
3490,Weston,Preston,11-Feb-19,,Area Sales Manager,Crystal Wallace,weston.preston@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Sga,10-07-1991,TX,Director,Female,37965,Hispanic,Divorced,Fully Meets,2,Dave,2025-09-09 11:08:24.768614,e58949afa64b50386a6d4204c7382fe1b7b42161231b90afb06b053154fd4cca
3491,Lennon,Buchanan,26-Jan-21,,Area Sales Manager,Tina Nelson,lennon.buchanan@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Unk,,Sales,Field Operations,02-06-1973,TX,Driver,Male,39504,White,Widowed,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,63bd378a8249cd6a7f1fc1604ff0d4b1d1816747f66d178864c2ae3150470a92
3492,Vicente,Merritt,26-Nov-19,,Area Sales Manager,Ashley Smith,vicente.merritt@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,General - Con,08-01-1993,CO,Clerk,Male,31676,Asian,Married,Fully Meets,1,Dave,2025-09-09 11:08:24.768614,31b4e22b4f1e390002f492aea26ed1866d33b16a5c075ad253e50aefa3814f71
3493,Hugo,Clay,15-Jul-19,,Area Sales Manager,Eric Taylor,hugo.clay@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,17-04-1984,CO,Project Manager,Male,28784,Asian,Widowed,Fully Meets,5,Dave,2025-09-09 11:08:24.768614,d6f1fa4e5458735cce39ba1a4694c33f9cb3813a4dfc552613eb1812b4c0f6e9
